,富国天惠,兴全全球视野,兴全趋势,汇添富优势精选
Date,161005.OF,340006.OF,163402.OF,519008.OF
30/07/2014,5.123572,4.102581,6.598389,5.89426
31/07/2014,5.173309,4.103156,6.667767,5.900501
01/08/2014,5.122506,4.087051,6.666406,5.892031
04/08/2014,5.220914,4.135942,6.741906,5.958452
05/08/2014,5.231927,4.148022,6.714699,5.985867
06/08/2014,5.253953,4.150035,6.697694,6.002361
07/08/2014,5.213098,4.120125,6.614033,5.961349
08/08/2014,5.237256,4.139106,6.636478,5.978957
11/08/2014,5.286637,4.177069,6.726942,6.053179
12/08/2014,5.297295,4.170742,6.762991,6.076805
13/08/2014,5.33211,4.148022,6.752108,6.061871
14/08/2014,5.300492,4.124151,6.686811,6.026655
15/08/2014,5.323939,4.149747,6.761631,6.07569
18/08/2014,5.360531,4.194037,6.816045,6.143448
19/08/2014,5.392505,4.188285,6.801761,6.133418
20/08/2014,5.390018,4.165277,6.786117,6.108232
21/08/2014,5.379005,4.179082,6.771834,6.091293
22/08/2014,5.39357,4.188573,6.802441,6.128292
25/08/2014,5.366926,4.158375,6.761631,6.084829
26/08/2014,5.29836,4.128752,6.726262,6.002138
27/08/2014,5.322518,4.134792,6.735104,5.998126
28/08/2014,5.29161,4.102869,6.714699,5.929476
29/08/2014,5.340992,4.141982,6.770473,5.988541
01/09/2014,5.382912,4.174193,6.831689,6.071233
02/09/2014,5.417018,4.20094,6.883382,6.120268
03/09/2014,5.456807,4.232575,6.954121,6.150581
04/09/2014,5.480964,4.264786,6.975886,6.171755
05/09/2014,5.49553,4.287794,7.010575,6.183791
09/09/2014,5.50157,4.300161,7.022138,6.201622
10/09/2014,5.499083,4.32058,7.011255,6.207417
11/09/2014,5.48878,4.297572,6.960242,6.1644
12/09/2014,5.568003,4.311952,7.013296,6.202291
15/09/2014,5.573332,4.324319,6.998332,6.191815
16/09/2014,5.41311,4.23315,6.849374,6.034233
17/09/2014,5.43407,4.239478,6.883382,6.072793
18/09/2014,5.463557,4.264786,6.939837,6.122943
19/09/2014,5.529635,4.282617,6.996972,6.166406
22/09/2014,5.484162,4.221934,6.886783,6.076805
23/09/2014,5.52999,4.259609,6.934396,6.137207
24/09/2014,5.58399,4.292396,7.02826,6.195381
25/09/2014,5.57653,4.267662,7.007855,6.203851
26/09/2014,5.593582,4.265074,7.007174,6.241742
29/09/2014,5.666055,4.281467,7.009215,6.281861
30/09/2014,5.717923,4.304762,7.033021,6.294789
08/10/2014,5.782936,4.346752,7.126205,6.42763
09/10/2014,5.797857,4.353079,7.150011,6.457497
10/10/2014,5.779739,4.328058,7.088796,6.401552
13/10/2014,5.770857,4.338124,7.092877,6.371462
14/10/2014,5.771923,4.298435,7.037102,6.344939
15/10/2014,5.804607,4.316554,7.084034,6.390853
16/10/2014,5.73995,4.281754,7.025539,6.30259
17/10/2014,5.696963,4.263348,7.015337,6.266705
20/10/2014,5.788265,4.288369,7.061589,6.36589
21/10/2014,5.75416,4.255871,7.026219,6.310614
22/10/2014,5.661792,4.223085,6.999012,6.221236
23/10/2014,5.582569,4.199789,6.949359,6.149466
24/10/2014,5.626977,4.169591,6.949359,6.188026
27/10/2014,5.683818,4.171892,6.91263,6.252663
28/10/2014,5.813844,4.240916,6.994931,6.36901
29/10/2014,5.859317,4.280892,7.06771,6.418046
30/10/2014,5.862159,4.282042,7.10444,6.402666
31/10/2014,5.853988,4.268813,7.148651,6.34739
03/11/2014,5.87637,4.278878,7.155453,6.370348
04/11/2014,5.824857,4.254145,7.137768,6.320867
05/11/2014,5.830186,4.229699,7.120764,6.301698
06/11/2014,5.882054,4.261335,7.14389,6.347836
07/11/2014,5.895199,4.227974,7.10716,6.32577
10/11/2014,5.910475,4.250694,7.201705,6.385727
11/11/2014,5.784357,4.154924,7.177899,6.227254
12/11/2014,5.852923,4.190874,7.236394,6.303927
13/11/2014,5.759134,4.142557,7.205106,6.267597
14/11/2014,5.759134,4.155499,7.213948,6.310837
17/11/2014,5.80212,4.190874,7.194223,6.360541
18/11/2014,5.798568,4.175343,7.126205,6.341372
19/11/2014,5.844752,4.199502,7.141169,6.372131
20/11/2014,5.827699,4.189148,7.150011,6.342487
21/11/2014,5.878146,4.208992,7.207146,6.375474
24/11/2014,5.963409,4.241491,7.277204,6.424732
25/11/2014,6.039079,4.287506,7.346582,6.527929
26/11/2014,6.063592,4.34934,7.439766,6.554899
27/11/2014,6.151697,4.361707,7.461532,6.58276
28/11/2014,6.232341,4.370047,7.496221,6.592121
01/12/2014,6.226657,4.381838,7.500302,6.573844
02/12/2014,6.287051,4.470419,7.656743,6.653861
03/12/2014,6.381906,4.47502,7.68463,6.687962
04/12/2014,6.573747,4.595236,7.893444,6.816569
05/12/2014,6.451182,4.484798,7.790737,6.64071
08/12/2014,6.4963,4.527075,7.936295,6.689523
09/12/2014,6.269999,4.332659,7.619333,6.414702
10/12/2014,6.441945,4.49055,7.851953,6.603488
11/12/2014,6.496655,4.469268,7.810462,6.629566
12/12/2014,6.579786,4.502629,7.843791,6.68239
15/12/2014,6.708391,4.533402,7.939696,6.796063
16/12/2014,6.698799,4.587758,8.066889,6.846658
17/12/2014,6.676773,4.610191,8.079812,6.815677
18/12/2014,6.58547,4.589196,8.098177,6.777117
19/12/2014,6.412458,4.575104,8.022677,6.704679
22/12/2014,6.094855,4.522761,7.910448,6.53105
23/12/2014,5.986856,4.493714,7.861476,6.536176
24/12/2014,6.08775,4.462653,7.751967,6.56582
25/12/2014,6.139973,4.554685,7.905687,6.619982
26/12/2014,6.271065,4.63665,8.061447,6.726076
29/12/2014,6.213868,4.672312,8.133546,6.687294
30/12/2014,6.137131,4.70251,8.177077,6.635584
31/12/2014,6.279236,4.773547,8.326716,6.751708
05/01/2015,6.306235,4.896638,8.530089,6.91085
06/01/2015,6.429511,4.96825,8.568179,6.9873
07/01/2015,6.410682,4.944955,8.547093,6.964566
08/01/2015,6.465037,4.95387,8.492679,6.987969
09/01/2015,6.472853,4.964799,8.521927,6.994656
12/01/2015,6.565576,5.009089,8.560697,7.050823
13/01/2015,6.670733,5.045326,8.640703,7.074449
14/01/2015,6.677128,5.007651,8.625887,7.070215
15/01/2015,6.68068,5.076674,8.777751,7.157809
16/01/2015,6.865771,5.157777,8.836275,7.221778
19/01/2015,6.638049,4.958184,8.516249,6.953421
20/01/2015,6.913021,5.113199,8.668854,7.18567
21/01/2015,7.06997,5.202355,8.89702,7.395185
22/01/2015,7.160311,5.220473,8.93332,7.450461
23/01/2015,7.048533,5.163817,8.891094,7.448232
26/01/2015,7.221177,5.230252,8.984435,7.522008
27/01/2015,7.242231,5.263325,8.982953,7.48746
28/01/2015,7.169498,5.195452,8.898502,7.423714
29/01/2015,7.058103,5.116651,8.786641,7.332999
30/01/2015,6.934458,5.058843,8.727377,7.250308
02/02/2015,6.893498,5.053667,8.671817,7.259223
03/02/2015,7.084516,5.170719,8.805902,7.409004
04/02/2015,7.04126,5.136495,8.731822,7.364872
05/02/2015,7.058486,5.102271,8.690337,7.343029
06/02/2015,6.972355,5.034398,8.622924,7.191242
09/02/2015,6.935606,5.019155,8.63774,7.201272
10/02/2015,7.029776,5.115788,8.706635,7.306252
11/02/2015,7.201271,5.183373,8.806643,7.444443
12/02/2015,7.255246,5.210983,8.847387,7.543405
13/02/2015,7.329892,5.306177,8.929616,7.687158
16/02/2015,7.450092,5.443937,9.085184,7.921559
17/02/2015,7.509809,5.505483,9.17408,7.973292
25/02/2015,7.359751,5.418341,9.082221,7.85014
26/02/2015,7.422148,5.479024,9.171117,7.924077
27/02/2015,7.455451,5.591474,9.24816,7.958642
02/03/2015,7.618525,5.67459,9.354095,8.123455
03/03/2015,7.490669,5.576519,9.200749,8.021363
04/03/2015,7.569526,5.652733,9.31261,8.165803
05/03/2015,7.566081,5.676316,9.317795,8.144973
06/03/2015,7.451623,5.539419,9.188896,7.995038
09/03/2015,7.5523,5.612469,9.262976,8.048145
10/03/2015,7.722647,5.695872,9.350391,8.148177
11/03/2015,7.724944,5.676028,9.325203,8.122082
12/03/2015,7.670203,5.646118,9.345946,8.106287
13/03/2015,7.777388,5.703637,9.421508,8.239969
16/03/2015,8.057982,5.879647,9.682269,8.538235
17/03/2015,8.115785,5.900354,9.739311,8.596835
18/03/2015,8.263546,6.003027,9.903769,8.741276
19/03/2015,8.283452,6.015969,9.891175,8.793009
20/03/2015,8.459541,6.069749,9.96007,8.910667
23/03/2015,8.72444,6.166382,10.108971,9.158573
24/03/2015,8.851147,6.186226,10.168235,9.253112
25/03/2015,8.841577,6.248923,10.205275,9.384505
26/03/2015,8.718698,6.196005,10.211942,9.195198
27/03/2015,8.913927,6.215274,10.25639,9.256545
30/03/2015,8.956801,6.240295,10.390475,9.290882
31/03/2015,9.00312,6.283434,10.390475,9.333458
01/04/2015,9.222848,6.449666,10.606048,9.50491
02/04/2015,9.330416,6.649259,10.730503,9.582967
03/04/2015,9.45942,6.784717,10.849772,9.678192
07/04/2015,9.643548,6.840224,10.976449,9.883522
08/04/2015,9.573495,6.729498,10.849031,9.75831
09/04/2015,9.701351,6.658462,10.774951,9.853306
10/04/2015,9.945578,6.841662,11.120905,10.110369
13/04/2015,10.113628,6.921038,11.307587,10.295326
14/04/2015,10.009123,6.827569,11.170539,10.355071
15/04/2015,9.601822,6.640343,10.859402,9.917629
16/04/2015,9.793989,6.753081,11.043121,10.136007
17/04/2015,9.729295,6.72087,11.004599,10.181559
20/04/2015,9.490427,6.530768,10.786804,9.776622
21/04/2015,9.859831,6.768899,11.066827,10.129368
22/04/2015,10.071903,6.905796,11.252768,10.386202
23/04/2015,10.105207,7.044418,11.349072,10.494704
24/04/2015,10.015248,7.040679,11.277955,10.634795
27/04/2015,10.113246,7.085832,11.410558,10.895978
28/04/2015,9.859065,6.852878,11.150537,10.659746
29/04/2015,10.114394,7.040967,11.299438,10.975867
30/04/2015,10.26828,7.079792,11.31055,11.283747
04/05/2015,10.221961,7.1028,11.386112,11.1931
05/05/2015,9.871698,6.886527,11.122387,10.860269
06/05/2015,9.860213,6.965041,11.114238,11.047744
07/05/2015,9.839925,6.902057,10.938668,10.913375
08/05/2015,10.171431,7.168948,11.243137,11.420175
11/05/2015,10.514039,7.475527,11.58761,12.057224
12/05/2015,10.671754,7.589128,11.724658,12.449342
13/05/2015,10.73683,7.585389,11.783922,12.383188
14/05/2015,10.738744,7.591429,11.749104,12.017165
15/05/2015,10.642661,7.597468,11.656504,12.196171
18/05/2015,10.837507,7.776066,11.84689,12.454607
19/05/2015,11.066422,7.839626,12.082465,12.690839
20/05/2015,11.331321,7.977097,12.232107,12.818798
21/05/2015,11.691921,8.225582,12.539539,13.257384
22/05/2015,11.764271,8.216954,12.618805,13.478508
25/05/2015,11.972132,8.251465,12.740296,13.431124
26/05/2015,12.313209,8.503113,13.091436,13.797376
27/05/2015,12.372926,8.470327,13.244041,13.832398
28/05/2015,11.691921,8.051873,12.713627,13.22465
29/05/2015,11.839683,8.202861,12.866973,13.493387
01/06/2015,12.34345,8.512029,13.370718,13.991718
02/06/2015,12.664238,8.786685,13.738155,14.34515
03/06/2015,12.701753,8.919267,13.744082,14.535372
04/06/2015,12.766829,8.888782,13.644073,14.260226
05/06/2015,12.750751,8.908051,13.760379,14.306236
08/06/2015,12.656199,8.58134,13.487024,14.014609
09/06/2015,12.697542,8.563221,13.491468,13.909082
10/06/2015,12.869803,8.815157,13.75149,14.088317
11/06/2015,12.960527,8.902011,13.80779,14.174844
12/06/2015,13.233465,9.017913,13.950024,14.445641
15/06/2015,12.811617,8.755337,13.798901,13.985537
16/06/2015,12.406612,8.440992,13.439612,13.527265
17/06/2015,12.546718,8.652952,13.652963,13.79234
18/06/2015,12.136354,8.298919,13.284044,13.25189
19/06/2015,11.518129,7.875575,12.658067,12.704115
23/06/2015,11.711827,7.885929,12.658067,12.826123
24/06/2015,11.899017,7.911237,12.770669,12.907843
25/06/2015,11.587416,7.583088,12.395083,12.488027
26/06/2015,10.741424,7.12437,11.774292,11.846172
29/06/2015,10.11937,6.832171,11.339441,11.146403
30/06/2015,10.657207,7.189655,11.684655,11.20981
01/07/2015,10.297756,6.990925,11.412781,10.797777
02/07/2015,9.689484,6.697,11.065345,10.100755
03/07/2015,9.200646,6.490217,10.805324,9.750985
06/07/2015,8.986277,6.419756,10.628272,9.333
07/07/2015,8.515813,6.156604,10.243056,8.76966
08/07/2015,8.19579,5.916747,9.946735,8.32558
09/07/2015,8.516196,6.087868,10.196385,8.666881
10/07/2015,8.927708,6.305579,10.494187,9.215113
13/07/2015,9.413484,6.669391,10.952743,9.895883
14/07/2015,9.614455,6.774651,11.085347,10.082213
15/07/2015,9.096906,6.37259,10.787545,9.474236
16/07/2015,9.13289,6.436149,10.923111,9.577702
17/07/2015,9.609095,6.781554,11.266102,10.215666
20/07/2015,9.753029,6.885664,11.420189,10.508438
21/07/2015,9.95132,6.910685,11.549829,10.839209
22/07/2015,10.048552,6.95555,11.580943,10.902845
23/07/2015,10.415276,7.09331,11.799479,11.200882
24/07/2015,10.341013,6.981434,11.675765,11.116874
27/07/2015,9.498466,6.516101,11.17202,10.163018
28/07/2015,9.191841,6.364249,10.988302,9.661482
29/07/2015,9.529855,6.638042,11.311291,10.053371
30/07/2015,9.155858,6.475837,11.131276,9.57816
31/07/2015,9.098438,6.504885,11.105348,9.38336
03/08/2015,8.778415,6.361373,10.963855,8.907233
04/08/2015,9.260363,6.659325,11.249804,9.481561
05/08/2015,9.199114,6.601805,11.294253,9.436924
06/08/2015,9.182271,6.615035,11.279436,9.349024
07/08/2015,9.498083,6.779828,11.446117,9.762659
10/08/2015,10.024053,7.067713,11.72688,10.301049
11/08/2015,10.192103,7.065125,11.757994,10.377275
12/08/2015,10.031326,6.920176,11.688359,10.064359
13/08/2015,10.158416,7.049019,11.784663,10.331493
14/08/2015,10.164541,7.094172,11.857261,10.356444
17/08/2015,10.185978,7.086695,11.875041,10.409322
18/08/2015,9.439131,6.624813,11.507603,9.67865
19/08/2015,9.666516,6.772638,11.609834,10.006445
20/08/2015,9.357977,6.59404,11.497232,9.68506
21/08/2015,8.832007,6.242596,11.253508,9.059914
24/08/2015,8.056833,5.767197,10.892738,8.255306
25/08/2015,7.44703,5.382966,10.594196,7.552103
26/08/2015,7.349415,5.271091,10.455666,7.305112
27/08/2015,7.714226,5.552073,10.626791,7.68258
28/08/2015,8.18622,5.837946,10.914222,8.215018
31/08/2015,7.882658,5.702199,10.74606,7.870055
01/09/2015,7.414874,5.445375,10.446776,7.391639
02/09/2015,7.313815,5.320845,10.38603,7.268258
07/09/2015,7.379274,5.326309,10.442331,7.400338
08/09/2015,7.812606,5.549773,10.631236,7.810081
09/09/2015,8.097793,5.755693,10.769765,8.113383
10/09/2015,7.987929,5.658485,10.711242,7.960702
11/09/2015,8.048412,5.697598,10.745319,8.019074
14/09/2015,7.514786,5.42438,10.482335,7.44795
15/09/2015,7.155335,5.21731,10.271947,7.047134
16/09/2015,7.683601,5.514111,10.523079,7.603149
17/09/2015,7.633072,5.498005,10.491224,7.572247
18/09/2015,7.783896,5.590899,10.564564,7.750566
21/09/2015,8.119613,5.783302,10.732725,8.154358
22/09/2015,8.140667,5.8135,10.763839,8.227837
23/09/2015,8.062193,5.797394,10.726058,8.244547
24/09/2015,8.134925,5.809761,10.770506,8.352591
25/09/2015,7.913665,5.62915,10.631236,7.989316
28/09/2015,8.173205,5.815225,10.765321,8.340917
29/09/2015,8.058747,5.760294,10.719391,8.314822
30/09/2015,8.047263,5.747352,10.687536,8.291244
08/10/2015,8.371879,5.94752,10.850513,8.685651
09/10/2015,8.549117,6.067161,10.937927,8.769202
12/10/2015,8.916224,6.321685,11.098681,9.145754
13/10/2015,9.07279,6.381218,11.129054,9.236402
14/10/2015,8.89938,6.27078,11.080902,9.07754
15/10/2015,9.19299,6.494819,11.212764,9.358409
16/10/2015,9.324291,6.602093,11.257953,9.526198
19/10/2015,9.191841,6.60957,11.280177,9.612725
20/10/2015,9.408507,6.783567,11.41204,9.795164
21/10/2015,8.82014,6.370001,11.120905,9.279436
22/10/2015,9.099586,6.600079,11.334997,9.724889
23/10/2015,9.294049,6.751931,11.484638,10.019951
26/10/2015,9.321994,6.769762,11.499454,9.934797
27/10/2015,9.33233,6.823543,11.53279,10.004385
28/10/2015,9.070876,6.694124,11.423152,9.70589
29/10/2015,9.116812,6.739277,11.466859,9.759454
30/10/2015,9.159686,6.747617,11.481675,9.843692
02/11/2015,8.99355,6.657887,11.370555,9.662856
03/11/2015,8.954504,6.634304,11.311291,9.661024
04/11/2015,9.436452,6.921614,11.54168,10.150428
05/11/2015,9.491575,6.875886,11.485379,10.190258
06/11/2015,9.74767,7.005017,11.600203,10.509125
09/11/2015,9.914954,7.091009,11.700952,10.747646
10/11/2015,9.946344,7.1399,11.723917,10.873316
11/11/2015,10.068841,7.214963,11.796516,10.98983
12/11/2015,10.037451,7.236246,11.820962,11.004709
13/11/2015,9.800879,7.103088,11.723917,10.646698
16/11/2015,9.907298,7.257815,11.830592,10.861871
17/11/2015,9.869784,7.141051,11.757253,10.688817
18/11/2015,9.769107,6.985748,11.650578,10.483716
19/11/2015,9.986538,7.158594,11.795775,10.824559
20/11/2015,10.125112,7.334316,11.918007,10.938784
23/11/2015,10.001467,7.23567,11.869114,10.8328
24/11/2015,10.022904,7.325688,11.944676,10.940386
25/11/2015,10.218133,7.516653,12.054314,11.164257
26/11/2015,10.176408,7.428936,11.995791,11.253302
27/11/2015,9.591486,7.099637,11.727621,10.619001
30/11/2015,9.679914,7.090146,11.728362,10.615109
01/12/2015,9.80777,7.08008,11.741696,10.519655
02/12/2015,9.844901,6.950086,11.699471,10.417104
03/12/2015,10.039748,7.103951,11.80022,10.657228
04/12/2015,10.07152,7.077779,11.769106,10.574135
07/12/2015,10.151143,7.145077,11.856521,10.774428
08/12/2015,9.997257,7.061386,11.76318,10.636397
09/12/2015,9.983476,7.058223,11.82837,10.589472
10/12/2015,9.938305,7.041254,11.803183,10.589243
11/12/2015,9.931797,6.951524,11.723176,10.488981
14/12/2015,10.070755,7.029463,11.815776,10.62541
15/12/2015,10.151909,7.137312,11.861706,11.000818
16/12/2015,10.217751,7.207198,11.918748,10.990975
17/12/2015,10.491454,7.411968,12.043943,11.242772
18/12/2015,10.421018,7.415994,12.048388,11.26841
21/12/2015,10.623521,7.485018,12.079502,11.263374
22/12/2015,10.694339,7.48588,12.125431,11.269326
23/12/2015,10.642661,7.325976,12.000236,11.120536
24/12/2015,10.627349,7.342369,11.999495,11.067201
25/12/2015,10.721901,7.342944,12.015052,11.088947
28/12/2015,10.532031,7.16147,11.895042,10.865991
29/12/2015,10.599021,7.19742,11.933564,10.838065
30/12/2015,10.73951,7.276222,11.955788,10.92276
31/12/2015,10.626583,7.167222,11.912821,10.734599
04/01/2016,9.784419,6.64437,11.526864,9.871848
05/01/2016,9.566604,6.52099,11.455747,9.638134
06/01/2016,9.714366,6.655011,11.573535,9.842548
07/01/2016,8.941871,6.169258,11.144611,9.107756
08/01/2016,9.030682,6.166957,11.165353,9.160404
11/01/2016,8.454182,5.772661,10.784581,8.639183
12/01/2016,8.526531,5.848874,10.844586,8.699157
13/01/2016,8.268523,5.637778,10.609012,8.49749
14/01/2016,8.573233,5.869581,10.851994,8.771491
15/01/2016,8.294171,5.697598,10.660127,8.585848
18/01/2016,8.442698,5.843985,10.751245,8.728915
19/01/2016,8.752767,6.030061,10.941631,9.019856
20/01/2016,8.595436,5.959024,10.8757,8.902197
21/01/2016,8.272734,5.755405,10.625309,8.617437
22/01/2016,8.376856,5.815225,10.695685,8.695265
25/01/2016,8.472173,5.85894,10.760135,8.757986
26/01/2016,7.906392,5.493404,10.368251,8.253017
27/01/2016,7.791934,5.418341,10.269725,8.210669
28/01/2016,7.499474,5.213283,10.075635,7.964365
29/01/2016,7.78581,5.397634,10.270465,8.224861
01/02/2016,7.753271,5.418341,10.231203,8.206549
02/02/2016,8.019702,5.583997,10.425293,8.458804
03/02/2016,8.022764,5.598952,10.476408,8.471852
04/02/2016,8.168994,5.672002,10.581602,8.628195
05/02/2016,8.082864,5.613619,10.521597,8.598895
15/02/2016,8.120761,5.607867,10.517152,8.618124
16/02/2016,8.415136,5.867281,10.739393,8.861681
17/02/2016,8.456479,5.924512,10.803101,8.892354
18/02/2016,8.468728,5.910133,10.774951,8.868548
19/02/2016,8.440018,5.917323,10.776433,8.875644
22/02/2016,8.556007,6.009354,10.887553,8.958737
23/02/2016,8.473421,5.907257,10.847549,8.904257
24/02/2016,8.422142,5.87217,10.849772,8.897619
25/02/2016,7.786285,5.454578,10.379363,8.459262
26/02/2016,7.771711,5.456303,10.343064,8.435914
29/02/2016,7.356083,5.186824,10.035632,8.186863
01/03/2016,7.522334,5.286908,10.133417,8.303834
02/03/2016,7.832166,5.525614,10.391216,8.548765
03/03/2016,7.810035,5.520725,10.372696,8.551054
04/03/2016,7.609778,5.361109,10.18231,8.295547
07/03/2016,7.719353,5.455441,10.294171,8.422536
08/03/2016,7.756597,5.506345,10.414922,8.483352
09/03/2016,7.642164,5.425243,10.300098,8.380079
10/03/2016,7.512618,5.35737,10.192681,8.2791
11/03/2016,7.498044,5.35018,10.167494,8.271068
14/03/2016,7.761995,5.529066,10.392698,8.506684
15/03/2016,7.717193,5.528203,10.394179,8.476085
16/03/2016,7.67779,5.482187,10.332693,8.434775
17/03/2016,7.937962,5.642667,10.551229,8.690282
18/03/2016,8.253192,5.777838,10.786063,8.926664
21/03/2016,8.406489,5.82069,10.917185,9.101846
22/03/2016,8.430239,5.823278,10.893479,9.072394
23/03/2016,8.468563,5.835645,10.949039,9.143538
24/03/2016,8.394614,5.819446,10.877922,9.054417
25/03/2016,8.442114,5.860131,10.909036,9.023052
28/03/2016,8.412426,5.809275,10.880886,8.960706
29/03/2016,8.255351,5.745611,10.769765,8.834482
30/03/2016,8.527399,5.967871,10.979412,9.074689
31/03/2016,8.551689,5.970131,10.981634,9.142773
01/04/2016,8.480438,5.939241,10.934964,9.054034
05/04/2016,8.692571,6.07448,11.092755,9.22807
06/04/2016,8.762742,6.118179,11.127572,9.225775
07/04/2016,8.665042,6.017597,11.023119,9.097639
08/04/2016,8.577598,5.950165,10.962374,9.070482
11/04/2016,8.695809,6.127597,11.075716,9.247959
12/04/2016,8.585155,6.070713,11.022379,9.196323
13/04/2016,8.651008,6.124583,11.113497,9.288886
14/04/2016,8.69311,6.159994,11.164612,9.36462
15/04/2016,8.734673,6.15698,11.167576,9.375713
18/04/2016,8.627797,6.073727,11.131276,9.327518
19/04/2016,8.641832,6.068829,11.177206,9.328666
20/04/2016,8.368704,5.861638,10.988302,9.003928
21/04/2016,8.265607,5.830748,10.934223,8.972181
22/04/2016,8.350352,5.904583,10.990524,8.994365
25/04/2016,8.314187,5.895919,10.964596,8.972946
26/04/2016,8.414585,5.944515,11.058678,9.059389
27/04/2016,8.400012,5.941501,11.041639,9.064744
28/04/2016,8.388676,5.954309,11.028305,9.047915
29/04/2016,8.421603,5.975782,11.076457,9.057859
03/05/2016,8.722258,6.125336,11.212764,9.254844
04/05/2016,8.751946,6.119309,11.204616,9.205885
05/05/2016,8.775157,6.12948,11.213505,9.251402
06/05/2016,8.468563,5.944138,11.001636,8.950761
09/05/2016,8.252652,5.784412,10.789767,8.702904
10/05/2016,8.25805,5.810782,10.780137,8.704434
11/05/2016,8.248334,5.787049,10.70902,8.684544
12/05/2016,8.322823,5.791193,10.760135,8.671922
13/05/2016,8.32984,5.784035,10.720873,8.632908
16/05/2016,8.468023,5.84883,10.831252,8.717057
17/05/2016,8.362767,5.859754,10.817177,8.695637
18/05/2016,8.145776,5.68496,10.626791,8.523514
19/05/2016,8.254272,5.707563,10.659386,8.536136
20/05/2016,8.344954,5.76746,10.734207,8.603838
23/05/2016,8.470722,5.876706,10.853476,8.705964
24/05/2016,8.348733,5.830371,10.791249,8.61799
25/05/2016,8.269925,5.801741,10.776433,8.61493
26/05/2016,8.320124,5.824343,10.785322,8.612253
27/05/2016,8.296914,5.817939,10.767543,8.574386
30/05/2016,8.236999,5.82585,10.762357,8.532694
31/05/2016,8.588394,6.034172,11.011267,8.792408
01/06/2016,8.651548,6.099343,11.071271,8.83716
02/06/2016,8.701747,6.118932,11.101644,8.883824
03/06/2016,8.812941,6.163384,11.120905,8.932784
06/06/2016,8.812941,6.205199,11.143129,8.955733
07/06/2016,8.835612,6.211603,11.178688,8.933549
08/06/2016,8.873396,6.170918,11.131276,8.889944
13/06/2016,8.487995,5.929069,10.825325,8.587008
14/06/2016,8.615383,5.943761,10.829029,8.582801
15/06/2016,8.869618,6.137014,11.038676,8.759131
16/06/2016,8.876095,6.125336,11.032009,8.717057
17/06/2016,8.933311,6.185233,11.069049,8.760661
20/06/2016,9.014278,6.244001,11.109793,8.761043
21/06/2016,8.883112,6.183727,11.068308,8.699079
22/06/2016,8.98405,6.236843,11.163872,8.796998
23/06/2016,8.902004,6.177699,11.149056,8.768311
24/06/2016,8.856663,6.131364,11.084606,8.753776
27/06/2016,9.094165,6.260953,11.274251,8.900272
28/06/2016,9.131949,6.283179,11.300179,8.984803
29/06/2016,9.12979,6.286946,11.317217,8.99819
30/06/2016,9.149222,6.277151,11.31055,9.04409
01/07/2016,9.103341,6.272631,11.32907,9.023435
04/07/2016,9.240984,6.363418,11.432042,9.145068
05/07/2016,9.271212,6.363042,11.452043,9.137418
06/07/2016,9.354877,6.364925,11.480194,9.17911
07/07/2016,9.330047,6.425576,11.492046,9.258287
08/07/2016,9.326809,6.398829,11.480934,9.262494
11/07/2016,9.362434,6.369069,11.442413,9.255609
12/07/2016,9.471469,6.412014,11.522419,9.351233
13/07/2016,9.459594,6.472288,11.566867,9.392925
14/07/2016,9.495219,6.470028,11.572794,9.373418
15/07/2016,9.476327,6.45722,11.575757,9.369975
18/07/2016,9.433145,6.404857,11.566126,9.359265
19/07/2016,9.387264,6.427083,11.566867,9.340523
20/07/2016,9.384025,6.419172,11.589832,9.340141
21/07/2016,9.387264,6.425576,11.611315,9.35238
22/07/2016,9.292263,6.369069,11.57872,9.234572
25/07/2016,9.320871,6.386774,11.566126,9.20665
26/07/2016,9.472009,6.472288,11.622427,9.34626
27/07/2016,9.157319,6.329514,11.459451,9.03338
28/07/2016,9.218853,6.321603,11.452784,9.03185
29/07/2016,9.187546,6.295987,11.411299,8.99972
01/08/2016,8.996465,6.222151,11.325366,8.943111
02/08/2016,9.052602,6.284685,11.400928,8.967208
03/08/2016,9.066096,6.306535,11.415744,8.954203
04/08/2016,9.114676,6.339309,11.478712,8.979065
05/08/2016,9.077432,6.320096,11.446858,8.937374
08/08/2016,9.143285,6.375473,11.509085,8.948083
09/08/2016,9.27445,6.438007,11.548347,9.029555
10/08/2016,9.219933,6.410131,11.534272,9.024965
11/08/2016,9.148143,6.353247,11.452043,8.929724
12/08/2016,9.192404,6.414651,11.582424,9.003545
15/08/2016,9.351639,6.531055,11.769106,9.172225
16/08/2016,9.34786,6.522014,11.780959,9.247959
17/08/2016,9.419111,6.548761,11.779477,9.257139
18/08/2016,9.386184,6.526911,11.774292,9.256374
19/08/2016,9.381866,6.543487,11.749104,9.243369
22/08/2016,9.304678,6.525781,11.702434,9.202825
23/08/2016,9.318712,6.527665,11.717991,9.190968
24/08/2016,9.278769,6.534445,11.702434,9.175668
25/08/2016,9.211297,6.51787,11.675024,9.110261
26/08/2016,9.232888,6.562699,11.693544,9.142008
29/08/2016,9.229109,6.563076,11.690581,9.161515
30/08/2016,9.222092,6.576637,11.709101,9.19135
31/08/2016,9.223172,6.547254,11.738733,9.18829
01/09/2016,9.145444,6.512973,11.658727,9.133211
02/09/2016,9.122233,6.492254,11.637984,9.101846
05/09/2016,9.15462,6.501295,11.677247,9.135888
